order,ship_date,billable_kg,ups_fuel_pct,fedex_inr_gst,ups_saver_inr_gst,diff,oversize
C-43-44824-21,2026-08-22,8.0,44.25,6366.95,6934.12,567.17,0
C-43-45355-21,2026-08-22,5.0,44.25,4538.91,4624.59,85.68,0
C-43-44824-21,2026-08-22,8.0,44.25,6366.95,6934.12,567.17,0
C-43-45355-21,2026-08-22,5.0,44.25,4538.91,4624.59,85.68,0
C-43-45355-21,2026-08-22,5.0,44.25,4538.91,4624.59,85.68,0
C-43-44824-21,2026-08-22,8.0,44.25,6366.95,6934.12,567.17,0
C-43-45355-21,2026-08-22,5.0,44.25,4538.91,4624.59,85.68,0
C-43-44824-21,2026-08-22,8.0,44.25,6366.95,6934.12,567.17,0
C-43-45355-21,2026-08-22,5.0,44.25,4538.91,4624.59,85.68,0
C-43-44824-21,2026-08-22,8.0,44.25,6366.95,6934.12,567.17,0
C-43-44824-21,2026-08-22,8.0,44.25,6366.95,6934.12,567.17,0
C-43-45355-21,2026-08-22,5.0,44.25,4538.91,4624.59,85.68,0
C-43-45355-21,2026-08-21,5.0,44.25,4538.91,4624.59,85.68,0
C-43-44568-21,2026-08-21,7.0,44.25,5844.92,6165.77,320.84,0
C-43-42779-21,2026-08-21,10.0,44.25,7411.95,8269.18,857.23,0
C-53-7871740-22,2026-08-21,17.5,44.25,14379.61,13334.13,-1045.47,0
C-43-44928-21,2026-08-21,7.0,44.25,5844.92,6165.77,320.84,0
C-53-7872044-22,2026-08-21,3.5,44.25,3659.91,3657.56,-2.35,0
C-53-7871934-22,2026-08-21,14.0,44.25,11496.97,11063.72,-433.25,0
C-43-44371-21,2026-08-21,6.5,44.25,5583.91,5779.28,195.36,0
C-43-44950-21,2026-08-21,3.0,44.25,3368.2,3336.45,-31.74,0
C-4127953355,2026-08-21,4.0,44.25,3953.55,3980.0,26.45,0
C-53-7872047-22,2026-08-21,2.0,44.25,2920.06,2656.55,-263.52,0
C-4140291178,2026-08-21,10.0,44.25,7411.95,8269.18,857.23,0
C-43-42071-21,2026-08-21,4.5,44.25,4246.23,4304.02,57.79,0
C-43-44979-21,2026-08-21,6.0,44.25,5322.9,5395.27,72.37,0
C-43-45086-21,2026-08-21,2.5,44.25,3136.93,3001.23,-135.7,0
C-43-44669-21,2026-08-21,8.0,44.25,6366.95,6934.12,567.17,0
C-43-43999-21,2026-08-21,6.0,44.25,5322.9,5395.27,72.37,0
C-43-44477-21,2026-08-21,5.0,44.25,4538.91,4624.59,85.68,0
C-53-7871700-22,2026-08-21,15.5,44.25,12938.29,12036.24,-902.04,0
C-53-7871935-22,2026-08-21,5.0,44.25,4538.91,4624.59,85.68,0
C-43-44261-21,2026-08-21,5.0,44.25,4538.91,4624.59,85.68,0
C-53-7871963-22,2026-08-21,3.0,44.25,3368.2,3336.45,-31.74,0
C-43-44420-21,2026-08-21,6.0,44.25,5322.9,5395.27,72.37,0
C-43-44804-21,2026-08-21,6.0,44.25,5322.9,5395.27,72.37,0
C-43-43264-21,2026-08-21,25.0,44.25,20452.91,18835.14,-1617.77,0
C-4108236210,2026-08-21,6.0,44.25,5322.9,5395.27,72.37,0
C-43-44305-21,2026-08-21,7.5,44.25,6105.93,6549.65,443.72,0
C-43-43680-21,2026-08-21,9.0,44.25,6889.93,7652.27,762.34,0
C-43-44515-21,2026-08-21,7.0,44.25,5844.92,6165.77,320.84,0
C-53-7871917-22,2026-08-21,7.0,44.25,5844.92,6165.77,320.84,0
C-43-44714-21,2026-08-21,7.0,44.25,5844.92,6165.77,320.84,0
C-43-44841-21,2026-08-21,4.5,44.25,4246.23,4304.02,57.79,0
C-43-44655-21,2026-08-21,8.0,44.25,6366.95,6934.12,567.17,0
C-4139201376,2026-08-21,4.5,44.25,4246.23,4304.02,57.79,0
C-4131147893,2026-08-21,8.5,44.25,6628.92,7320.28,691.37,0
C-43-42723-21,2026-08-21,22.0,44.25,18075.99,16574.92,-1501.06,0
C-43-44045-21,2026-08-21,6.0,44.25,5322.9,5395.27,72.37,0
C-4132750950,2026-08-21,10.0,44.25,7411.95,8269.18,857.23,0
C-43-44419-21,2026-08-21,5.5,44.25,4538.91,5009.9,471.0,0
C-53-7871959-22,2026-08-21,2.5,44.25,3258.8,3001.23,-257.57,0
C-43-45041-21,2026-08-21,4.5,44.25,4246.23,4304.02,57.79,0
C-43-43777-21,2026-08-21,7.0,44.25,5844.92,6165.77,320.84,0
C-43-43593-21,2026-08-21,5.5,44.25,5061.89,5009.9,-51.99,0
C-43-44798-21,2026-08-21,4.5,44.25,4246.23,4304.02,57.79,0
C-43-43879-21,2026-08-21,12.5,44.25,10775.35,10092.01,-683.34,0
C-53-7871989-22,2026-08-21,7.0,44.25,5844.92,6165.77,320.84,0
C-43-43120-21,2026-08-21,13.0,44.25,11136.16,10417.29,-718.86,0
C-43-44263-21,2026-08-21,4.0,44.25,3953.55,3980.0,26.45,0
C-43-43143-21,2026-08-21,6.0,44.25,5322.9,5395.27,72.37,0
C-43-44389-21,2026-08-21,9.0,44.25,6889.93,7652.27,762.34,0
C-43-44560-21,2026-08-21,19.5,44.25,15820.93,14631.6,-1189.33,0
C-43-44559-21,2026-08-21,4.5,44.25,4246.23,4304.02,57.79,0
C-43-44093-21,2026-08-21,7.0,44.25,5844.92,6165.77,320.84,0
C-43-44290-21,2026-08-21,4.5,44.25,4246.23,4304.02,57.79,0
C-43-44269-21,2026-08-21,6.0,44.25,5322.9,5395.27,72.37,0
C-43-44171-21,2026-08-21,9.5,44.25,7150.94,7964.89,813.95,0
C-43-44234-21,2026-08-21,11.0,44.25,9694.84,9049.65,-645.19,0
C-43-44180-21,2026-08-21,2.5,44.25,3258.8,3001.23,-257.57,0
C-53-7871727-22,2026-08-21,5.0,44.25,4538.91,4624.59,85.68,0
C-43-44754-21,2026-08-21,6.5,44.25,5583.91,5779.28,195.36,0
C-43-44480-21,2026-08-21,4.0,44.25,3953.55,3980.0,26.45,0
C-53-7871945-22,2026-08-21,3.0,44.25,3368.2,3336.45,-31.74,0
C-4132274022,2026-08-21,2.0,44.25,2581.32,2656.55,75.22,0
C-43-42788-21,2026-08-21,2.0,44.25,2920.06,2656.55,-263.52,0
C-53-7871717-22,2026-08-21,8.0,44.25,6366.95,6934.12,567.17,0
C-43-44609-21,2026-08-21,5.0,44.25,4538.91,4624.59,85.68,0
C-43-44628-21,2026-08-21,6.5,44.25,5583.91,5779.28,195.36,0
C-43-44237-21,2026-08-21,5.5,44.25,5061.89,5009.9,-51.99,0
C-43-44423-21,2026-08-21,4.5,44.25,4246.23,4304.02,57.79,0
C-43-44364-21,2026-08-21,11.0,44.25,9334.03,9049.65,-284.38,0
C-53-7871956-22,2026-08-21,9.5,44.25,7150.94,7964.89,813.95,0
C-43-42257-21,2026-08-21,12.5,44.25,10775.35,10092.01,-683.34,0
C-43-43634-21,2026-08-21,4.5,44.25,4246.23,4304.02,57.79,0
C-43-43998-21,2026-08-21,19.5,44.25,15820.93,14631.6,-1189.33,0
C-43-44633-21,2026-08-21,2.0,44.25,2920.06,2656.55,-263.52,0
C-43-44715-21,2026-08-21,6.5,44.25,5583.91,5779.28,195.36,0
C-43-44595-21,2026-08-21,5.0,44.25,4246.23,4624.59,378.36,0
C-43-44135-21,2026-08-21,5.0,44.25,4538.91,4624.59,85.68,0
C-53-7871947-22,2026-08-21,3.5,44.25,3368.2,3657.56,289.37,0
C-43-44333-21,2026-08-21,12.0,44.25,10415.5,9744.3,-671.2,0
C-43-44288-21,2026-08-21,26.5,44.25,25437.08,19965.25,-5471.83,0
C-4118601556,2026-08-21,12.0,44.25,10415.5,9744.3,-671.2,0
C-43-44161-21,2026-08-21,4.0,44.25,3953.55,3980.0,26.45,0
C-4123844816,2026-08-21,8.0,44.25,6366.95,6934.12,567.17,0
C-43-42817-21,2026-08-21,22.0,44.25,18075.99,16574.92,-1501.06,0
C-43-44070-21,2026-08-21,14.5,44.25,12217.63,11385.83,-831.79,0
C-43-43584-21,2026-08-21,18.5,44.25,15100.27,13979.49,-1120.78,0
C-4133178505,2026-08-21,9.0,44.25,6889.93,7652.27,762.34,0
C-43-43979-21,2026-08-21,8.5,44.25,6628.92,7320.28,691.37,0
C-43-44167-21,2026-08-21,3.5,44.25,3659.91,3657.56,-2.35,0
C-53-7871895-22,2026-08-21,2.0,44.25,2920.06,2656.55,-263.52,0
C-43-44297-21,2026-08-21,6.5,44.25,5583.91,5779.28,195.36,0
C-53-7871723-22,2026-08-21,11.5,44.25,10054.69,9397.45,-657.24,0
C-43-44663-21,2026-08-21,4.5,44.25,3953.55,4304.02,350.47,0
C-4127802292,2026-08-21,16.5,44.25,13297.18,12683.28,-613.9,0
C-4138996499,2026-08-21,21.5,44.25,17679.67,16198.22,-1481.45,0
C-53-7871311-22,2026-08-21,8.0,44.25,6366.95,6934.12,567.17,0
C-43-44769-21,2026-08-21,7.5,44.25,6105.93,6549.65,443.72,0
C-43-40611-21,2026-08-21,9.5,44.25,7150.94,7964.89,813.95,0
C-43-44526-21,2026-08-21,7.0,44.25,5844.92,6165.77,320.84,0
C-4125091296,2026-08-21,2.0,44.25,2920.06,2656.55,-263.52,0
C-43-44986-21,2026-08-21,3.5,44.25,3659.91,3657.56,-2.35,0
C-43-40465-21,2026-08-20,3.5,44.25,3659.91,3657.56,-2.35,0
C-53-7871887-22,2026-08-20,9.0,44.25,6627.96,7652.27,1024.31,0
C-4141031622,2026-08-20,6.5,44.25,5582.95,5779.28,196.32,0
C-43-44453-21,2026-08-20,3.0,44.25,3367.24,3336.45,-30.78,0
C-43-44294-21,2026-08-20,2.5,44.25,3258.8,3001.23,-257.57,0
C-43-44204-21,2026-08-20,6.0,44.25,5322.9,5395.27,72.37,0
C-53-7871871-22,2026-08-20,4.0,44.25,3952.59,3980.0,27.41,0
C-43-42496-21,2026-08-20,4.5,44.25,4245.27,4304.02,58.75,0
C-4132745551,2026-08-20,5.0,44.25,4537.95,4624.59,86.64,0
C-43-44334-21,2026-08-20,5.5,44.25,5060.93,5009.9,-51.03,0
C-53-7871812-22,2026-08-20,8.0,44.25,6366.95,6934.12,567.17,0
C-43-44802-21,2026-08-20,4.0,44.25,3952.59,3980.0,27.41,0
C-43-44098-21,2026-08-20,7.0,44.25,5844.92,6165.77,320.84,0
C-53-7871961-22,2026-08-20,10.5,44.25,9333.07,8703.33,-629.74,0
C-43-44902-21,2026-08-20,6.5,44.25,5582.95,5779.28,196.32,0
C-43-44767-21,2026-08-20,5.5,44.25,5060.93,5009.9,-51.03,0
C-53-7871902-22,2026-08-20,11.0,44.25,9693.88,9049.65,-644.23,0
C-43-44578-21,2026-08-20,0.5,44.25,1911.52,1623.34,-288.18,0
C-43-44530-21,2026-08-20,4.0,44.25,3952.59,3980.0,27.41,0
C-53-7871841-22,2026-08-20,3.0,44.25,3258.8,3336.45,77.65,0
C-43-44425-21,2026-08-20,1.5,44.25,2580.36,2312.2,-268.16,0
C-4132437375,2026-08-20,4.5,44.25,4245.27,4304.02,58.75,0
C-4130994177,2026-08-20,10.0,44.25,7410.99,8269.18,858.19,0
C-43-44702-21,2026-08-20,3.5,44.25,3659.91,3657.56,-2.35,0
C-53-7871781-22,2026-08-20,3.5,44.25,3659.91,3657.56,-2.35,0
C-43-41486-21,2026-08-20,4.5,44.25,4245.27,4304.02,58.75,0
C-43-42881-21,2026-08-20,7.5,44.25,6105.93,6549.65,443.72,0
C-53-7871915-22,2026-08-20,2.5,44.25,3136.93,3001.23,-135.7,0
C-43-44225-21,2026-08-20,1.5,44.25,2580.36,2312.2,-268.16,0
C-4116849424,2026-08-20,2.5,44.25,3258.8,3001.23,-257.57,0
C-43-44610-21,2026-08-20,3.5,44.25,3659.91,3657.56,-2.35,0
C-43-44115-21,2026-08-20,5.0,44.25,4537.95,4624.59,86.64,0
C-43-43330-21,2026-08-20,4.5,44.25,4245.27,4304.02,58.75,0
C-4125314758,2026-08-20,17.5,44.25,14377.69,13334.13,-1043.55,0
C-4130446579,2026-08-20,10.0,44.25,7410.99,8269.18,858.19,0
C-43-43340-21,2026-08-20,0.5,44.25,1911.52,1623.34,-288.18,0
C-43-44697-21,2026-08-20,7.5,44.25,6105.93,6549.65,443.72,0
C-43-43649-21,2026-08-20,2.0,44.25,2920.06,2656.55,-263.52,0
C-43-44391-21,2026-08-20,11.5,44.25,10053.73,9397.45,-656.28,0
C-43-43402-21,2026-08-20,1.5,44.25,2580.36,2312.2,-268.16,0
C-43-44675-21,2026-08-20,4.5,44.25,3952.59,4304.02,351.43,0
C-53-7871848-22,2026-08-20,11.5,44.25,10053.73,9397.45,-656.28,0
C-43-42971-21,2026-08-20,4.0,44.25,3952.59,3980.0,27.41,0
C-43-44650-21,2026-08-20,2.5,44.25,3258.8,3001.23,-257.57,0
C-43-43922-21,2026-08-20,4.5,44.25,4245.27,4304.02,58.75,0
C-43-40683-21,2026-08-20,6.5,44.25,5582.95,5779.28,196.32,0
C-43-44229-21,2026-08-20,5.0,44.25,4537.95,4624.59,86.64,0
C-43-43309-21,2026-08-20,7.0,44.25,5844.92,6165.77,320.84,0
C-53-7871745-22,2026-08-20,4.5,44.25,4245.27,4304.02,58.75,0
C-43-44497-21,2026-08-20,6.5,44.25,5582.95,5779.28,196.32,0
C-43-44805-21,2026-08-20,3.5,44.25,3659.91,3657.56,-2.35,0
C-43-44113-21,2026-08-20,3.5,44.25,3659.91,3657.56,-2.35,0
C-43-44386-21,2026-08-20,5.0,44.25,4537.95,4624.59,86.64,0
C-53-7871919-22,2026-08-20,2.5,44.25,3258.8,3001.23,-257.57,0
C-43-44174-21,2026-08-20,6.5,44.25,5582.95,5779.28,196.32,0
C-43-44162-21,2026-08-20,3.5,44.25,3659.91,3657.56,-2.35,0
C-43-44544-21,2026-08-20,7.5,44.25,6105.93,6549.65,443.72,0
C-53-7871657-22,2026-08-20,4.5,44.25,4245.27,4304.02,58.75,0
C-43-43818-21,2026-08-20,6.0,44.25,5322.9,5395.27,72.37,0
C-53-7871825-22,2026-08-20,8.0,44.25,6105.93,6934.12,828.18,0
C-43-44545-21,2026-08-20,9.5,44.25,7149.98,7964.89,814.91,0
C-43-44439-21,2026-08-20,4.5,44.25,4245.27,4304.02,58.75,0
C-43-40662-21,2026-08-20,4.5,44.25,4245.27,4304.02,58.75,0
C-43-44214-21,2026-08-20,7.0,44.25,5844.92,6165.77,320.84,0
C-53-7871751-22,2026-08-20,9.5,44.25,7149.98,7964.89,814.91,0
C-53-7871941-22,2026-08-20,8.5,44.25,6627.96,7320.28,692.33,0
C-53-7871925-22,2026-08-20,2.5,44.25,3258.8,3001.23,-257.57,0
C-43-44351-21,2026-08-20,27.0,44.25,25829.55,20341.95,-5487.6,0
C-4128028166,2026-08-20,6.0,44.25,5322.9,5395.27,72.37,0
C-43-43333-21,2026-08-20,8.5,44.25,6627.96,7320.28,692.33,0
C-43-44659-21,2026-08-20,5.0,44.25,4537.95,4624.59,86.64,0
C-53-7871814-22,2026-08-20,5.0,44.25,4537.95,4624.59,86.64,0
C-4118297767,2026-08-20,21.5,44.25,17677.75,16198.22,-1479.53,0
C-43-44591-21,2026-08-20,9.5,44.25,7149.98,7964.89,814.91,0
C-43-43429-21,2026-08-20,10.5,44.25,9333.07,8703.33,-629.74,0
C-43-44507-21,2026-08-20,0.5,44.25,1911.52,1623.34,-288.18,0
C-4122535736,2026-08-20,13.5,44.25,11495.05,10739.17,-755.88,0
C-43-44400-21,2026-08-20,13.5,44.25,11495.05,10739.17,-755.88,0
C-43-44168-21,2026-08-20,5.0,44.25,4537.95,4624.59,86.64,0
C-43-42746-21,2026-08-20,11.0,44.25,9693.88,9049.65,-644.23,0
C-53-7872043-22,2026-08-20,2.5,44.25,3258.8,3001.23,-257.57,0
C-4132767777,2026-08-20,14.0,44.25,11541.11,11063.72,-477.39,0
C-53-7871593-22,2026-08-20,6.5,44.25,5580.07,5779.28,199.2,0
C-43-43866-21,2026-08-19,6.5,44.25,5580.07,5779.28,199.2,0
C-43-44440-21,2026-08-19,3.0,44.25,3365.32,3336.45,-28.86,0
C-43-44724-21,2026-08-19,4.0,44.25,3950.67,3980.0,29.33,0
C-43-44293-21,2026-08-19,3.5,44.25,3365.32,3657.56,292.25,0
C-43-43951-21,2026-08-19,2.0,44.25,2918.14,2656.55,-261.6,0
C-43-43277-21,2026-08-19,38.0,44.25,34528.33,28629.41,-5898.91,0
C-43-44711-21,2026-08-19,1.5,44.25,2579.4,2312.2,-267.2,0
C-43-44672-21,2026-08-19,1.5,44.25,2579.4,2312.2,-267.2,0
C-43-44434-21,2026-08-19,7.5,44.25,6102.1,6549.65,447.56,0
C-43-43986-21,2026-08-19,5.0,44.25,4536.03,4624.59,88.56,0
C-43-44540-21,2026-08-19,2.5,44.25,3135.01,3001.23,-133.78,0
C-53-7871950-22,2026-08-19,16.5,44.25,13650.31,12683.28,-967.03,0
C-43-44638-21,2026-08-19,2.5,44.25,3256.88,3001.23,-255.65,0
C-43-43617-21,2026-08-19,9.0,44.25,6885.13,7652.27,767.14,0
C-43-43760-21,2026-08-19,3.5,44.25,3658.0,3657.56,-0.43,0
C-43-43336-21,2026-08-19,6.5,44.25,5580.07,5779.28,199.2,0
C-43-44429-21,2026-08-19,7.5,44.25,6102.1,6549.65,447.56,0
C-43-45115-21,2026-08-19,6.5,44.25,1910.56,5779.28,3868.71,0
C-43-44500-21,2026-08-19,5.5,44.25,5059.01,5009.9,-49.11,0
C-43-42194-21,2026-08-19,18.0,44.25,14730.82,13655.17,-1075.64,0
C-43-44905-21,2026-08-19,2.0,44.25,2808.75,2656.55,-152.2,0
C-43-43992-21,2026-08-19,3.5,44.25,3658.0,3657.56,-0.43,0
C-43-40664-21,2026-08-19,6.5,44.25,5580.07,5779.28,199.2,0
C-43-43283-21,2026-08-19,9.0,44.25,6624.12,7652.27,1028.15,0
C-4121333026,2026-08-19,8.0,44.25,6102.1,6934.12,832.02,0
C-4146979640,2026-08-19,9.5,44.25,7146.14,7964.89,818.75,0
C-43-43729-21,2026-08-19,17.5,44.25,14370.97,13334.13,-1036.84,0
C-4133629222,2026-08-19,7.0,44.25,5841.09,6165.77,324.68,0
C-43-44470-21,2026-08-19,2.5,44.25,3256.88,3001.23,-255.65,0
C-43-43950-21,2026-08-19,13.5,44.25,11489.29,10739.17,-750.12,0
C-43-43686-21,2026-08-19,17.5,44.25,14370.97,13334.13,-1036.84,0
C-43-43253-21,2026-08-19,5.5,44.25,5059.01,5009.9,-49.11,0
C-43-43846-21,2026-08-19,9.5,44.25,7146.14,7964.89,818.75,0
C-43-41329-21,2026-08-19,16.5,44.25,13650.31,12683.28,-967.03,0
C-43-44367-21,2026-08-19,4.0,44.25,3950.67,3980.0,29.33,0
C-43-44421-21,2026-08-19,21.5,44.25,17668.16,16198.22,-1469.93,0
C-43-44365-21,2026-08-19,20.5,44.25,16531.03,15708.33,-822.7,0
C-43-44342-21,2026-08-19,8.5,44.25,6624.12,7320.28,696.16,0
C-43-43101-21,2026-08-19,8.5,44.25,6624.12,7320.28,696.16,0
C-43-44681-21,2026-08-19,3.0,44.25,3365.32,3336.45,-28.86,0
C-43-44789-21,2026-08-19,2.0,44.25,2918.14,2656.55,-261.6,0
C-43-44085-21,2026-08-19,6.0,44.25,5320.02,5395.27,75.25,0
C-43-44235-21,2026-08-19,2.0,44.25,2808.75,2656.55,-152.2,0
C-43-44411-21,2026-08-19,2.5,44.25,3135.01,3001.23,-133.78,0
C-43-44636-21,2026-08-19,6.0,44.25,5320.02,5395.27,75.25,0
C-43-44007-21,2026-08-19,30.0,44.25,28192.09,22602.17,-5589.92,0
C-43-44508-21,2026-08-19,3.5,44.25,3658.0,3657.56,-0.43,0
C-43-42884-21,2026-08-19,6.0,44.25,5320.02,5395.27,75.25,0
C-43-44431-21,2026-08-19,5.5,44.25,5059.01,5009.9,-49.11,0
C-43-44149-21,2026-08-19,2.5,44.25,3135.01,3001.23,-133.78,0
C-43-44144-21,2026-08-19,10.5,44.25,9328.27,8703.33,-624.94,0
C-43-44602-21,2026-08-19,5.5,44.25,5059.01,5009.9,-49.11,0
C-43-44053-21,2026-08-19,4.0,44.25,3950.67,3980.0,29.33,0
C-43-44741-21,2026-08-19,4.0,44.25,3950.67,3980.0,29.33,0
C-43-43296-21,2026-08-19,14.5,44.25,12209.95,11385.83,-824.12,0
C-43-44205-21,2026-08-19,5.0,44.25,4536.03,4624.59,88.56,0
C-43-44537-21,2026-08-19,7.5,44.25,6102.1,6549.65,447.56,0
C-43-44108-21,2026-08-19,2.5,44.25,3135.01,3001.23,-133.78,0
C-43-44558-21,2026-08-19,20.0,44.25,16171.18,14951.14,-1220.04,0
C-4115992362,2026-08-19,9.0,44.25,6885.13,7652.27,767.14,0
C-43-44382-21,2026-08-19,11.5,44.25,10048.93,9397.45,-651.48,0
C-43-44346-21,2026-08-19,4.0,44.25,3950.67,3980.0,29.33,0
C-43-42412-21,2026-08-19,7.5,44.25,6102.1,6549.65,447.56,0
C-43-42054-21,2026-08-19,10.0,44.25,7146.14,8269.18,1123.04,0
C-43-44651-21,2026-08-19,6.0,44.25,5059.01,5395.27,336.26,0
C-43-42731-21,2026-08-19,4.5,44.25,4243.35,4304.02,60.67,0
C-43-44620-21,2026-08-19,5.0,44.25,4536.03,4624.59,88.56,0
C-43-44304-21,2026-08-19,6.0,44.25,5320.02,5395.27,75.25,0
C-43-43966-21,2026-08-19,12.0,44.25,10408.78,9744.3,-664.48,0
C-43-44354-21,2026-08-19,6.5,44.25,5580.07,5779.28,199.2,0
C-43-43984-21,2026-08-19,14.0,44.25,11849.14,11063.72,-785.42,0
C-43-44038-21,2026-08-19,3.5,44.25,3658.0,3657.56,-0.43,0
C-43-43344-21,2026-08-19,10.0,44.25,7407.15,8269.18,862.03,0
C-43-44330-21,2026-08-19,5.0,44.25,4536.03,4624.59,88.56,0
C-43-44331-21,2026-08-19,6.0,44.25,5059.01,5395.27,336.26,0
C-43-44156-21,2026-08-19,5.0,44.25,4536.03,4624.59,88.56,0
C-43-44493-21,2026-08-19,6.5,44.25,5580.07,5779.28,199.2,0
C-43-44495-21,2026-08-19,19.5,44.25,15811.33,14631.6,-1179.73,0
C-43-44479-21,2026-08-19,7.0,44.25,5841.09,6165.77,324.68,0
C-43-44580-21,2026-08-19,7.0,44.25,5841.09,6165.77,324.68,0
C-4132446285,2026-08-19,2.5,44.25,3374.91,3001.23,-373.68,0
C-4128100328,2026-08-19,5.0,44.25,5596.39,4624.59,-971.8,0
C-43-39754-21,2026-08-19,23.5,44.25,19266.85,17705.03,-1561.82,0
C-43-42777-21,2026-08-18,5.0,44.25,4246.23,4624.59,378.36,0
C-4118850001,2026-08-18,3.5,44.25,3660.87,3657.56,-3.31,0
C-43-44256-21,2026-08-18,7.5,44.25,6106.89,6549.65,442.76,0
C-43-44516-21,2026-08-18,9.0,44.25,6890.89,7652.27,761.38,0
C-43-42503-21,2026-08-18,11.0,44.25,9334.99,9049.65,-285.34,0
C-43-43783-21,2026-08-18,14.0,44.25,11857.78,11063.72,-794.06,0
C-43-44318-21,2026-08-18,9.5,44.25,7151.9,7964.89,812.99,0
C-43-44307-21,2026-08-18,4.0,44.25,3953.55,3980.0,26.45,0
C-53-7871829-22,2026-08-18,9.5,44.25,7151.9,7964.89,812.99,0
C-53-7871412-22,2026-08-18,5.0,44.25,4538.91,4624.59,85.68,0
C-43-43659-21,2026-08-18,4.5,44.25,4246.23,4304.02,57.79,0
C-53-7871938-22,2026-08-18,2.0,44.25,2810.67,2656.55,-154.12,0
C-43-44562-21,2026-08-18,4.0,44.25,3953.55,3980.0,26.45,0
C-43-44454-21,2026-08-18,5.0,44.25,4538.91,4624.59,85.68,0
C-53-7871674-22,2026-08-18,3.5,44.25,3660.87,3657.56,-3.31,0
C-43-44717-21,2026-08-18,4.0,44.25,3953.55,3980.0,26.45,0
C-43-44407-21,2026-08-18,1.5,44.25,2581.32,2312.2,-269.12,0
C-43-43890-21,2026-08-18,6.0,44.25,5323.86,5395.27,71.41,0
C-53-7871770-22,2026-08-18,4.0,44.25,3953.55,3980.0,26.45,0
C-53-7871646-22,2026-08-18,7.5,44.25,6106.89,6549.65,442.76,0
C-43-44528-21,2026-08-18,11.0,44.25,9695.8,9049.65,-646.15,0
C-43-43826-21,2026-08-18,2.0,44.25,2810.67,2656.55,-154.12,0
C-43-44052-21,2026-08-18,5.0,44.25,4538.91,4624.59,85.68,0
C-43-43933-21,2026-08-18,7.5,44.25,6106.89,6549.65,442.76,0
C-43-42506-21,2026-08-18,7.0,44.25,5845.88,6165.77,319.88,0
C-4132387195,2026-08-18,6.0,44.25,5323.86,5395.27,71.41,0
C-43-44413-21,2026-08-18,8.0,44.25,6106.89,6934.12,827.22,0
C-43-43779-21,2026-08-18,3.5,44.25,3660.87,3657.56,-3.31,0
C-43-44709-21,2026-08-18,4.0,44.25,3953.55,3980.0,26.45,0
C-53-7871652-22,2026-08-18,6.0,44.25,5323.86,5395.27,71.41,0
C-53-7871931-22,2026-08-18,2.5,44.25,3137.89,3001.23,-136.66,0
C-43-44110-21,2026-08-18,5.0,44.25,4538.91,4624.59,85.68,0
C-4127924324,2026-08-18,4.5,44.25,4246.23,4304.02,57.79,0
C-43-44521-21,2026-08-18,4.5,44.25,4246.23,4304.02,57.79,0
C-4134249149,2026-08-18,7.0,44.25,5845.88,6165.77,319.88,0
C-43-44023-21,2026-08-18,7.0,44.25,5845.88,6165.77,319.88,0
C-53-7871470-22,2026-08-18,10.5,44.25,9334.99,8703.33,-631.66,0
C-53-7871855-22,2026-08-18,5.0,44.25,4538.91,4624.59,85.68,0
C-53-7871890-22,2026-08-18,2.0,44.25,2810.67,2656.55,-154.12,0
C-53-7871797-22,2026-08-18,6.5,44.25,5584.87,5779.28,194.4,0
C-43-43881-21,2026-08-18,4.0,44.25,3660.87,3980.0,319.13,0
C-43-44463-21,2026-08-18,7.5,44.25,6106.89,6549.65,442.76,0
C-43-44129-21,2026-08-18,11.0,44.25,9695.8,9049.65,-646.15,0
C-43-43908-21,2026-08-18,8.5,44.25,6628.92,7320.28,691.37,0
C-53-7871922-22,2026-08-18,9.5,44.25,7151.9,7964.89,812.99,0
C-43-43930-21,2026-08-18,4.5,44.25,4246.23,4304.02,57.79,0
C-43-44323-21,2026-08-18,1.5,44.25,2483.44,2312.2,-171.24,0
C-53-7871707-22,2026-08-18,3.5,44.25,3368.2,3657.56,289.37,0
C-43-44611-21,2026-08-18,7.0,44.25,5845.88,6165.77,319.88,0
C-43-44268-21,2026-08-18,5.5,44.25,5062.85,5009.9,-52.95,0
C-43-44627-21,2026-08-18,6.0,44.25,5323.86,5395.27,71.41,0
C-43-44337-21,2026-08-18,8.5,44.25,6628.92,7320.28,691.37,0
C-53-7871583-22,2026-08-18,4.5,44.25,4246.23,4304.02,57.79,0
C-53-7871686-22,2026-08-18,8.5,44.25,6628.92,7320.28,691.37,0
C-43-44265-21,2026-08-18,5.0,44.25,4538.91,4624.59,85.68,0
C-43-44219-21,2026-08-18,6.0,44.25,5062.85,5395.27,332.42,0
C-43-44539-21,2026-08-18,5.0,44.25,4538.91,4624.59,85.68,0
C-43-43128-21,2026-08-18,5.0,44.25,4538.91,4624.59,85.68,0
C-43-42222-21,2026-08-18,6.0,44.25,5323.86,5395.27,71.41,0
C-53-7871769-22,2026-08-18,3.5,44.25,3660.87,3657.56,-3.31,0
C-43-43955-21,2026-08-18,4.5,44.25,3953.55,4304.02,350.47,0
C-53-7871837-22,2026-08-18,2.5,44.25,3259.76,3001.23,-258.53,0
C-43-44706-21,2026-08-18,4.5,44.25,4246.23,4304.02,57.79,0
C-53-7871749-22,2026-08-18,9.5,44.25,7151.9,7964.89,812.99,0
C-43-43885-21,2026-08-18,2.0,44.25,2810.67,2656.55,-154.12,0
